OACI;CIAD;Nome;Município;UF;Tipo;LATGEOPOINT;LONGEOPOINT;Latitude;Longitude;Altitude;Operação Diurna;Operação Noturna;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência do Pavimento;Superfície;Validade do Registro;Portaria de Registro;Link Portaria;Luzes de Aproximação;Luzes de Área de Toque e Elevação Inicial (TLOF);Indicador Visual de Rampa de Aproximação;Luzes Indicadoras de Área de Aproximação Final de Decolagem (FATO);Luzes de Obstáculo;Luzes de Ponto de Vizada de Heliponto
SDWD;SP1274;Reik - Campos do Jordão;CAMPOS DO JORDÃO;São Paulo;No solo;-22,709167;-45,543889;22°42'33.2"S;045°32'38.8"W;1558,0;VFR;Sem Operação;13;Quadrado;;3,00;Concreto;;;;;;;;;
SWOJ;SP1277;Coudelaria Rocas do Vouga;ITU;São Paulo;No solo;-23,298056;-47,402778;23°17'53.0"S;047°24'10.0"W;563,0;VFR;VFR;4;Quadrado;;5,00;Concreto;24/07/2030;PA2020-1708;https://pergamum.anac.gov.br/arquivos/PA2020-1708.pdf;;;;;;
SSNW;BA0345;FBDM;BARROCAS;Bahia;No solo;-11,451667;-39,081111;11°27'06.0"S;039°04'52.0"W;362,0;VFR;;10 25;Quadrado;20 m;3,50;Concreto;08/11/2029;PA2019-3352;https://pergamum.anac.gov.br/arquivos/PA2019-3352.pdf;;;;;;
SWCX;SP0866;Icon Realty Cajamar;CAJAMAR;São Paulo;Elevado;-23,376111;-46,842778;23°22'34.0"S;046°50'34.2"W;772,0;VFR;VFR;14;Quadrado;;6,00;Concreto;24/07/2030;PA2020-1712;https://pergamum.anac.gov.br/arquivos/PA2020-1712.pdf;;;;;;
SWIG;GO0176;Igarashi 3;PLANALTINA;Goiás;No solo;-15,181389;-47,591944;15°10'53.0"S;047°35'31.0"W;1230,0;VFR;VFR;33;Quadrado;18 m;3,00;Concreto;14/03/2028;PA2018-0796;https://pergamum.anac.gov.br/arquivos/PA2018-0796.pdf;;;;;;
SDGU;ES0046;GROTTA DEL CARAVAGGIO;SANTA TERESA;Espírito Santo;No solo;-19,913611;-40,657222;19°54'49.0"S;040°39'26.0"W;823,0;VFR;VFR;22;Quadrado;;7,00;Concreto;;;;;;;;;
SWOH;RS0124;Vinícola Don Guerino;ALTO FELIZ;Rio Grande do Sul;No solo;-29,379444;-51,330278;29°22'46.0"S;051°19'49.0"W;384,0;VFR;VFR;9 27;Quadrado;18 m;3,00;Grama;;;;;;;;;
SWPO;MG0320;Pequi Metais;PEQUI;Minas Gerais;No solo;-19,608056;-44,655278;19°36'29.0"S;044°39'19.0"W;751,0;VFR;VFR;11;Quadrado;;4,00;Concreto;;;;;;;;;
SJCT;RS0127;3 Tentos CETEC;SANTA BÁRBARA DO SUL;Rio Grande do Sul;No solo;-28,386944;-53,256667;28°23'13.3"S;053°15'24.3"W;502,0;VFR;VFR;9 27;Quadrado;;5,00;Concreto;;;;;;;;;
SWBU;GO0286;Ouro Branco;INDIARA;Goiás;No solo;-17,125278;-49,965278;17°07'31.0"S;049°57'55.8"W;;VFR;VFR;14;Quadrado;;6,00;Concreto;22/07/2030;PA2020-1692;https://pergamum.anac.gov.br/arquivos/PA2020-1692.pdf;;;;;;
SDZJ;MG0223;Fly Green;JAÍBA;Minas Gerais;No solo;-15,283889;-43,831111;15°17'02.0"S;043°49'52.0"W;498,0;VFR;;17;Quadrado;18 m;3,00;Concreto;19/07/2027;PA2017-2068;https://pergamum.anac.gov.br/arquivos/PA2017-2068.pdf;;;;;;
SNCU;RN0016;Punaú Eco Brasil;RIO DO FOGO;Rio Grande do Norte;No solo;-5,3538889;-35,359167;05°21'14.0"S;035°21'33.2"W;;VFR;VFR;8 26;Quadrado;;3,00;Concreto;25/08/2030;PA2020-2061;https://pergamum.anac.gov.br/arquivos/PA2020-2061.pdf;;;;;;
SWWK;MG0458;Bruno Forcela;ITAPECERICA;Minas Gerais;No solo;-20,466667;-45,126944;20°28'00.0"S;045°07'37.0"W;871,0;VFR;VFR;31;Quadrado;;3,00;Concreto;28/09/2030;PA2020-2439;https://pergamum.anac.gov.br/arquivos/PA2020-2439.pdf;;;;;;
SWZW;BA0240;Grupo Petrópolis Alagoinhas;ALAGOINHAS;Bahia;No solo;-12,163611;-38,448889;12°09'49.0"S;038°26'56.0"W;169,0;VFR;VFR;11;Quadrado;21 m;7,00;Concreto;30/11/2028;PA2018-3591;https://pergamum.anac.gov.br/arquivos/PA2018-3591.pdf;;;;;;
SIWF;MG0298;YBYTU;SAPUCAÍ-MIRIM;Minas Gerais;No solo;-22,736111;-45,775278;22°44'10.0"S;045°46'31.0"W;1242,0;VFR;VFR;2;Quadrado;20 m;4,00;Grama;11/04/2029;PA2019-1036;https://pergamum.anac.gov.br/arquivos/PA2019-1036.pdf;;;;;;
SSIX;GO0192;Fazenda Santa Cláudia;MAIRIPOTABA;Goiás;No solo;-17,175556;-49,508889;17°10'32.0"S;049°30'32.0"W;662,0;VFR;VFR;30;Quadrado;20 m;2,00;Grama;28/06/2029;PA2019-1535;https://pergamum.anac.gov.br/arquivos/PA2019-1535.pdf;;;;;;
SNPP;SP0721;Ribeira;UBATUBA;São Paulo;No solo;-23,503333;-45,125833;23°30'12.0"S;045°07'33.0"W;2,0;VFR;;12;Quadrado;21 m;4,00;Concreto;05/09/2027;PA2017-2902;https://pergamum.anac.gov.br/arquivos/PA2017-2902.pdf;;;;;;
SJNT;SP0637;GF Taxi Aéreo;GUARUJÁ;São Paulo;No solo;-24,002778;-46,289167;24°00'10.0"S;046°17'21.0"W;6,0;VFR;VFR;15;Quadrado;21 m;5,00;Concreto;26/06/2027;PA2017-3321;https://pergamum.anac.gov.br/arquivos/PA2017-3321.pdf;;;;;;
;BA0348;Barracuda;ITACARÉ;Bahia;No solo;-14,28;-38,984722;14°16'48.0"S;038°59'05.0"W;31,0;VFR;Sem Operação;11;Quadrado;;2,00;Concreto;09/04/2031;PA2021-4666;https://pergamum.anac.gov.br/arquivos/PA2021-4666.pdf;;;;;;
SJOF;MG0459;Fazenda Forcela;ITAPECERICA;Minas Gerais;No solo;-20,397778;-45,179722;20°23'52.0"S;045°10'47.0"W;962,0;VFR;VFR;19;Quadrado;;3,00;Concreto;08/10/2030;PA2020-2392;https://pergamum.anac.gov.br/arquivos/PA2020-2392.pdf;;;;;;
SNAA;SC0108;Harmony;BALNEÁRIO CAMBORIÚ;Santa Catarina;Elevado;-26,987222;-48,632778;26°59'14.0"S;048°37'58.0"W;182,0;VFR;VFR;26;Quadrado;;5,00;Concreto;13/08/2030;PA2020-1903;https://pergamum.anac.gov.br/arquivos/PA2020-1903.pdf;;;;;;
SBQY;SP1278;LDB - Itapevi;ITAPEVI;São Paulo;No solo;-23,530278;-46,937222;23°31'49.0"S;046°56'14.0"W;832,0;VFR;VFR;1 22;Quadrado;;16,00;Concreto;26/10/2030;PA2020-2790;https://pergamum.anac.gov.br/arquivos/PA2020-2790.pdf;;;;;;
SWBM;MG0280;Bauminas;CATAGUASES;Minas Gerais;No solo;-21,375556;-42,7325;21°22'32.0"S;042°43'57.0"W;192,0;VFR;VFR;15;Quadrado;21 m;4,00;Concreto;17/01/2028;PA2018-0021;https://pergamum.anac.gov.br/arquivos/PA2018-0021.pdf;;;;;;
SNJY;SC0102;Ibiza Blumenau;BLUMENAU;Santa Catarina;No solo;-26,914444;-49,0875;26°54'52.2"S;049°05'15.4"W;106,0;VFR;VFR;3;Quadrado;18 m;5,00;Concreto;30/11/2028;PA2018-3518;https://pergamum.anac.gov.br/arquivos/PA2018-3518.pdf;;;;;;
SDHW;SP0350;Hospital Bandeirantes;SÃO PAULO;São Paulo;Elevado;-23,5575;-46,634722;23°33'27.4"S;046°38'05.2"W;793,0;VFR;VFR;22;Quadrado;18 m;3,00;Metálico;04/07/2022;PA2013-0802;https://pergamum.anac.gov.br/arquivos/PA2013-0802.pdf;;;;;;
SWLT;BA0232;Loreto;SALVADOR;Bahia;No solo;-12,759722;-38,620556;12°45'35.0"S;038°37'14.0"W;14,0;VFR;VFR;13;Quadrado;21 m;4,00;Concreto;16/08/2026;PA2016-2102;https://pergamum.anac.gov.br/arquivos/PA2016-2102.pdf;;;;;;
SNWT;SP0735;M Executive Taubaté;TAUBATÉ;São Paulo;No solo;-23,058611;-45,606389;23°03'31.0"S;045°36'23.0"W;582,0;VFR;VFR;35;Quadrado;24 m;6,00;Concreto;27/09/2027;PA2017-3138;https://pergamum.anac.gov.br/arquivos/PA2017-3138.pdf;;;;;;
SDWW;SC0117;Milano;FLORIANÓPOLIS;Santa Catarina;No solo;-27,5875;-48,5425;27°35'15.9"S;048°32'33.7"W;72,0;VFR;VFR;6 24;Quadrado;18 m;3,00;Metálico;14/12/2028;PA2018-3852;https://pergamum.anac.gov.br/arquivos/PA2018-3852.pdf;;;;;;
SSTN;MG0308;Soufer Cambui;CAMBUÍ;Minas Gerais;No solo;-22,561111;-46,038333;22°33'40.0"S;046°02'18.0"W;917,0;VFR;VFR;12;Quadrado;;5,00;Concreto;01/09/2030;PA2020-2024;https://pergamum.anac.gov.br/arquivos/PA2020-2024.pdf;;;;;;
SIHQ;DF0012;Residência Oficial de Águas Claras I;BRASÍLIA;Distrito Federal;No solo;-15,829167;-48,028889;15°49'45.0"S;048°01'44.0"W;1145,0;VFR;VFR;6 24;Quadrado;28,5 m;10,00;Concreto;01/03/2022;PA2014-1187;https://pergamum.anac.gov.br/arquivos/PA2014-1187.pdf;;;;;;
SNQA;BA0214;Lojas Guaibim;VALENÇA;Bahia;No solo;-13,363333;-39,062222;13°21'48.0"S;039°03'44.0"W;7,0;VFR;VFR;28;Quadrado;21 m;4,00;Concreto;21/09/2027;PA2017-2903;https://pergamum.anac.gov.br/arquivos/PA2017-2903.pdf;;;;;;
SSRT;SP0777;Sítio Rosa Mística;MATÃO;São Paulo;No solo;-21,536944;-48,504444;21°32'13.0"S;048°30'16.0"W;543,0;VFR;VFR;9;Quadrado;18 m;3,00;Concreto;07/12/2027;PA2017-3935;https://pergamum.anac.gov.br/arquivos/PA2017-3935.pdf;;;;;;
SWCK;SP0795;WEST CORP;BARUERI;São Paulo;Elevado;-23,501667;-46,851111;23°30'06.0"S;046°51'04.0"W;837,0;VFR;VFR;6 27;Quadrado;24 m;5,50;Concreto;24/01/2028;PA2018-0100;https://pergamum.anac.gov.br/arquivos/PA2018-0100.pdf;;;;;;
SJSW;SP0659;Colinas Shopping;SÃO JOSÉ DOS CAMPOS;São Paulo;Elevado;-23,205;-45,907778;23°12'18.6"S;045°54'28.8"W;668,0;VFR;VFR;16 34;Quadrado;21 m;4,50;Concreto;16/09/2026;PA2019-2032;https://pergamum.anac.gov.br/arquivos/PA2019-2032.pdf;;;;;;
SDIU;MS0405;Unimed;CAMPO GRANDE;Mato Grosso do Sul;No solo;-20,450278;-54,576111;20°27'01.4"S;054°34'34.0"W;636,0;VFR;VFR;15 34;Quadrado;18 m;3,00;Concreto;05/05/2027;PA2017-1260;https://pergamum.anac.gov.br/arquivos/PA2017-1260.pdf;;;;;;
SWFY;RS0132;Fapar;CAXIAS DO SUL;Rio Grande do Sul;No solo;-29,181944;-51,236111;29°10'55.5"S;051°14'10.0"W;749,0;VFR;;16 34;Quadrado;;3,00;Grama;29/07/2030;PA2020-1726;https://pergamum.anac.gov.br/arquivos/PA2020-1726.pdf;;;;;;
SIWG;SP0567;Ycatu;AMPARO;São Paulo;No solo;-22,641944;-46,813056;22°38'31.0"S;046°48'47.0"W;695,0;VFR;VFR;33;Quadrado;21 m;6,00;Concreto;01/08/2027;PA2017-2372;https://pergamum.anac.gov.br/arquivos/PA2017-2372.pdf;;;;;;
;SC0111;Ninho do Pássaro II;LUIZ ALVES;Santa Catarina;No solo;-26,713611;-48,913333;26°42'49.0"S;048°54'48.0"W;61,0;VFR;VFR;21;Quadrado;;5,00;Concreto;25/02/2031;PA2021-4280;https://pergamum.anac.gov.br/arquivos/PA2021-4280.pdf;;;;;;
;SP1233;Raízen;PIRACICABA;São Paulo;No solo;-22,695556;-47,618333;22°41'44.7"S;047°37'06.9"W;529,0;VFR;VFR;36;Quadrado;;6,00;Concreto;29/12/2030;PA2020-3614;https://pergamum.anac.gov.br/arquivos/PA2020-3614.pdf;;;;;;
SDVL;SP1290;Casa da Pedra;PORTO FELIZ;São Paulo;No solo;-23,335556;-47,425556;23°20'08.0"S;047°25'32.0"W;622,0;VFR;VFR;36;Quadrado;;4,00;Concreto;;;;;;;;;
SBQW;SP1241;Paíto Motors;ARARAS;São Paulo;Elevado;-22,355556;-47,373611;22°21'20.0"S;047°22'25.0"W;622,0;VFR;VFR;2;Quadrado;;5,00;Concreto;20/10/2030;PA2020-2838;https://pergamum.anac.gov.br/arquivos/PA2020-2838.pdf;;;;;;
SJNJ;GO0185;MC;SILVÂNIA;Goiás;No solo;-16,501944;-48,792778;16°30'07.0"S;048°47'34.0"W;1008,0;VFR;VFR;2;Quadrado;20 m;4,00;Concreto;07/01/2029;PA2019-0716;https://pergamum.anac.gov.br/arquivos/PA2019-0716.pdf;;;;;;
SJJP;SP0629;Posto O Fazendeiro;MIRACATU;São Paulo;No solo;-24,256667;-47,378889;24°15'24.0"S;047°22'44.0"W;61,0;VFR;Sem Operação;13;Quadrado;24 m;6,00;Concreto;27/09/2026;PA2016-2528;https://pergamum.anac.gov.br/arquivos/PA2016-2528.pdf;;;;;;
SJPA;RO0043;Palácio Rio Madeira;PORTO VELHO;Rondônia;No solo;-8,7497222;-63,910278;08°44'59.0"S;063°54'37.0"W;150,0;VFR;VFR;9 21;Quadrado;19,86 m;4,00;Concreto;27/09/2026;PA2016-2530;https://pergamum.anac.gov.br/arquivos/PA2016-2530.pdf;;;;;;
SNOD;BA0262;Mucugê Village Resort Hotel;PORTO SEGURO;Bahia;No solo;-16,5;-39,071944;16°30'00.0"S;039°04'19.0"W;20,0;VFR;VFR;32;Quadrado;20 m;4,00;Grama;17/07/2029;PA2019-2054;https://pergamum.anac.gov.br/arquivos/PA2019-2054.pdf;;;;;;
SWQD;SP1291;WYDA;SOROCABA;São Paulo;No solo;-23,443333;-47,436389;23°26'36.0"S;047°26'11.0"W;585,0;VFR;VFR;26;Quadrado;;4,00;Concreto;;;;;;;;;
SNYN;SP0739;New York Tower;ARAÇATUBA;São Paulo;Elevado;-21,228056;-50,436944;21°13'41.0"S;050°26'13.0"W;91,0;VFR;VFR;31;Quadrado;20 m;4,00;Concreto;02/07/2028;PA2018-1829;https://pergamum.anac.gov.br/arquivos/PA2018-1829.pdf;;;;;;
SNVG;SP0858;GL Freire;CAMPINAS;São Paulo;No solo;-22,915833;-47,006944;22°54'57.7"S;047°00'25.9"W;750,0;VFR;VFR;9;Quadrado;20 m;5,00;Concreto;10/05/2029;PA2019-1351;https://pergamum.anac.gov.br/arquivos/PA2019-1351.pdf;;;;;;
SJKR;SC0069;Russi e Russi 2;ITAPEMA;Santa Catarina;No solo;-27,144444;-48,592222;27°08'40.0"S;048°35'32.0"W;6,0;VFR;VFR;8;Quadrado;20 m;4,00;Concreto;17/10/2026;PA2016-2566;https://pergamum.anac.gov.br/arquivos/PA2016-2566.pdf;;;;;;
;SP1254;Trimais Center;SÃO PAULO;São Paulo;Elevado;-23,478611;-46,610278;23°28'43.0"S;046°36'37.0"W;849,0;VFR;VFR;2;Quadrado;;5,50;Concreto;29/12/2030;PA2020-3327;https://pergamum.anac.gov.br/arquivos/PA2020-3327.pdf;;;;;;
SIBD;RJ0066;Beverly Hills;PETRÓPOLIS;Rio de Janeiro;No solo;-22,358611;-43,098889;22°21'31.0"S;043°05'56.0"W;795,0;VFR;VFR;17;Quadrado;21 m;6,00;Concreto;20/07/2028;PA2018-2202;https://pergamum.anac.gov.br/arquivos/PA2018-2202.pdf;;;;;;
SIOF;SP0535;Praiamar;SANTOS;São Paulo;Elevado;-23,978611;-46,308889;23°58'43.0"S;046°18'32.0"W;123,0;VFR;VFR;24;Quadrado;19,56 m;4,00;Concreto;01/08/2027;PA2017-2270;https://pergamum.anac.gov.br/arquivos/PA2017-2270.pdf;;;;;;
SWQM;MG0285;Fazenda Quinzeiro Moeda;MOEDA;Minas Gerais;No solo;-20,321944;-44,041944;20°19'19.0"S;044°02'31.0"W;801,0;VFR;VFR;2;Quadrado;21 m;4,00;Grama;25/01/2028;PA2018-0166;https://pergamum.anac.gov.br/arquivos/PA2018-0166.pdf;;;;;;
SWNX;SP0871;Tek Nações Unidas;SÃO PAULO;São Paulo;No solo;-23,616667;-46,701944;23°37'00.7"S;046°42'07.3"W;854,0;VFR;VFR;3 21;Quadrado;19,5 m;3,50;Concreto;;;;;;;;;
SNDM;SP0695;Karina;GUARULHOS;São Paulo;Elevado;-23,44;-46,434722;23°26'24.0"S;046°26'05.0"W;772,0;VFR;VFR;8 23;Quadrado;24 m;6,00;Concreto;;;;;;;;;
SJYA;SC0074;BCW;PENHA;Santa Catarina;No solo;-26,799444;-48,612778;26°47'58.0"S;048°36'46.0"W;10,0;VFR;VFR;29;Quadrado;21 m;5,00;Concreto;;;;;;;;;
SNAK;PA0157;Carajás;PARAUAPEBAS;Pará;No solo;-6,0816667;-50,073333;06°04'54.0"S;050°04'24.0"W;642,0;VFR;;10 28;Quadrado;27 m;6,00;Concreto;;;;;;;;;
SWYT;CE0071;BS Design II;FORTALEZA;Ceará;Elevado;-3,7372222;-38,499444;03°44'14.0"S;038°29'58.0"W;106,0;VFR;VFR;22;Quadrado;22 m;4,00;Concreto;14/02/2029;PA2020-2399;https://pergamum.anac.gov.br/arquivos/PA2020-2399.pdf;;;;;;
SDQP;SP0410;Parque Cultural Paulista;SÃO PAULO;São Paulo;Elevado;-23,571667;-46,645556;23°34'18.0"S;046°38'44.0"W;906,0;VFR;VFR;12 33;Quadrado;18 m;3,00;Concreto;28/08/2022;PA2016-2470;https://pergamum.anac.gov.br/arquivos/PA2016-2470.pdf;;;;;;
SBQZ;SP1295;Fazenda Mariane;BROTAS;São Paulo;No solo;-22,240278;-48,319167;22°14'25.0"S;048°19'09.0"W;517,0;VFR;VFR;20;Quadrado;;8,00;Concreto;22/10/2030;PA2020-2627;https://pergamum.anac.gov.br/arquivos/PA2020-2627.pdf;;;;;;
SNWM;MG0262;Marcelo Machado;JUIZ DE FORA;Minas Gerais;No solo;-21,786111;-43,396944;21°47'10.0"S;043°23'49.0"W;928,0;VFR;;14;Quadrado;20 m;6,00;Grama;26/04/2028;PA2018-1263;https://pergamum.anac.gov.br/arquivos/PA2018-1263.pdf;;;;;;
SJYY;SP0683;Fazenda Jequitiba;PORTO FELIZ;São Paulo;No solo;-23,253611;-47,606111;23°15'13.0"S;047°36'22.0"W;598,0;VFR;VFR;23;Quadrado;16 m;6,00;Concreto;22/10/2028;PA2018-3109;https://pergamum.anac.gov.br/arquivos/PA2018-3109.pdf;;;;;;
SSNL;GO0171;Louzandes;SILVÂNIA;Goiás;No solo;-16,585556;-48,720833;16°35'08.0"S;048°43'15.0"W;914,0;VFR;VFR;23;Quadrado;13 m;4,00;Concreto;11/01/2028;PA2017-4251;https://pergamum.anac.gov.br/arquivos/PA2017-4251.pdf;;;;;;
SJMS;GO0162;Mineração Serra Grande ;CRIXÁS;Goiás;No solo;-14,574722;-49,968056;14°34'29.0"S;049°58'05.0"W;386,0;VFR;;24;Quadrado;20 m;2,50;Grama;20/02/2025;PA2016-2481;https://pergamum.anac.gov.br/arquivos/PA2016-2481.pdf;;;;;;
SWVA;BA0236;Hospital Municipal de Salvador;SALVADOR;Bahia;Elevado;-12,8975;-38,389444;12°53'51.0"S;038°23'22.0"W;82,0;VFR;VFR;24;Quadrado;16 m;5,30;Concreto;08/05/2028;PA2018-1373;https://pergamum.anac.gov.br/arquivos/PA2018-1373.pdf;;;;;;
SJNS;SP0636;Grupo Souza Lima  ;SÃO PAULO;São Paulo;Elevado;-23,534722;-46,544444;23°32'05.0"S;046°32'40.0"W;752,0;VFR;VFR;17;Quadrado;21 m;4,00;Concreto;01/03/2027;PA2017-0618;https://pergamum.anac.gov.br/arquivos/PA2017-0618.pdf;;;;;;
SWAC;MG0297;Mina Águas Claras;NOVA LIMA;Minas Gerais;No solo;-19,968889;-43,914444;19°58'08.1"S;043°54'52.2"W;1,2;VFR;VFR;30;Quadrado;21,5 m;5,00;Concreto;17/07/2029;PA2019-2056;https://pergamum.anac.gov.br/arquivos/PA2019-2056.pdf;;;;;;
SWMP;PB0022;Paladino;CONDE;Paraíba;No solo;-7,2547222;-34,928333;07°15'17.5"S;034°55'42.9"W;79,0;VFR;;33;Quadrado;20 m;4,00;Concreto;10/10/2026;PA2016-2723;https://pergamum.anac.gov.br/arquivos/PA2016-2723.pdf;;;;;;
SNXM;SP1252;BBP;JARINU;São Paulo;No solo;-23,041111;-46,708611;23°02'28.2"S;046°42'31.3"W;786,3;VFR;VFR;5;Quadrado;24 m;9,00;Concreto;24/10/2029;PA2019-3163;https://pergamum.anac.gov.br/arquivos/PA2019-3163.pdf;;;;;;
SNVE;RJ0137;Fazenda Vale das Estrelas;AREAL;Rio de Janeiro;No solo;-22,270833;-43,140833;22°16'15.0"S;043°08'27.0"W;851,0;VFR;;21;Quadrado;24 m;5,00;Grama;25/01/2028;PA2018-0165;https://pergamum.anac.gov.br/arquivos/PA2018-0165.pdf;;;;;;
SSUF;SP0884;Rede D'Or São Luiz Anália Franco;SÃO PAULO;São Paulo;Elevado;-23,548889;-46,558333;23°32'56.0"S;046°33'30.0"W;821,0;VFR;VFR;24;Quadrado;21 m;4,50;Concreto;10/09/2029;PA2019-2738;https://pergamum.anac.gov.br/arquivos/PA2019-2738.pdf;;;;;;
;SP1300;Fazenda Aparecida;BEBEDOURO;São Paulo;No solo;-21,039722;-48,5175;21°02'23.0"S;048°31'03.0"W;577,0;VFR;VFR;36;Quadrado;;7,00;Concreto;29/06/2031;PA2021-5243;https://pergamum.anac.gov.br/arquivos/PA2021-5243.pdf;;;;;;
SWWB;SC0105;HELIBRUSQUE;BRUSQUE;Santa Catarina;No solo;-27,08;-48,912778;27°04'48.4"S;048°54'46.1"W;20,0;VFR;VFR;16;Quadrado;16 m;5,00;Concreto;28/01/2029;PA2019-0152;https://pergamum.anac.gov.br/arquivos/PA2019-0152.pdf;;;;;;
SDSW;RJ0180;Carta Fabril 01;PIRAÍ;Rio de Janeiro;No solo;-22,582222;-43,9925;22°34'56.0"S;043°59'33.0"W;437,0;VFR;;12;Quadrado;21 m;4,00;Concreto;11/04/2029;PA2019-0956;https://pergamum.anac.gov.br/arquivos/PA2019-0956.pdf;;;;;;
;CE0137;Portofino Riviera Villas;AQUIRAZ;Ceará;No solo;-3,9197222;-38,331111;03°55'11.0"S;038°19'52.0"W;13,0;VFR;VFR;10;Quadrado;;4,00;Concreto;21/12/2030;PA2020-3361;https://pergamum.anac.gov.br/arquivos/PA2020-3361.pdf;;;;;;
SIPM;SC0116;Marrecão;BRUSQUE;Santa Catarina;No solo;-27,066389;-48,891389;27°03'59.0"S;048°53'29.0"W;17,0;VFR;VFR;34;Quadrado;18 m;5,00;Concreto;12/02/2030;PA2020-280;https://pergamum.anac.gov.br/arquivos/PA2020-280.pdf;;;;;;
SNRW;SP0729;Reik Morumbi;SÃO PAULO;São Paulo;No solo;-23,597778;-46,707222;23°35'52.0"S;046°42'26.0"W;807,0;VFR;;5;Quadrado;18 m;3,00;Concreto;18/04/2028;PA2018-1216;https://pergamum.anac.gov.br/arquivos/PA2018-1216.pdf;;;;;;
SJOT;SC0070;OLIVEIRA;BRUSQUE;Santa Catarina;No solo;-27,105556;-48,934167;27°06'20.2"S;048°56'03.2"W;40,0;VFR;VFR;15;Quadrado;18 m;5,00;Concreto;22/10/2028;PA2018-3092;https://pergamum.anac.gov.br/arquivos/PA2018-3092.pdf;;;;;;
SJTE;SP0662;Tênis Camp;ARTUR NOGUEIRA;São Paulo;No solo;-22,565833;-47,073889;22°33'57.0"S;047°04'26.0"W;617,0;VFR;VFR;35;Quadrado;19,56 m;4,00;Concreto;26/07/2028;PA2018-2217;https://pergamum.anac.gov.br/arquivos/PA2018-2217.pdf;;;;;;
SSIH;SP0852;Marchesi;RIBEIRÃO PRETO;São Paulo;No solo;-21,224444;-47,795278;21°13'28.1"S;047°47'43.7"W;653,0;VFR;;22;Quadrado;19,5 m;4,00;Concreto;14/02/2029;PA2019-0391;https://pergamum.anac.gov.br/arquivos/PA2019-0391.pdf;;;;;;
SWDA;BA0228;Centro Administrativo da Bahia - CAB;SALVADOR;Bahia;No solo;-12,9475;-38,431944;12°56'51.0"S;038°25'55.0"W;62,0;VFR;VFR;34;Quadrado;27 m;10,00;Concreto;23/08/2026;PA2016-2148;https://pergamum.anac.gov.br/arquivos/PA2016-2148.pdf;;;;;;
SJJA;BA0205;André Sampaio;PALMEIRAS;Bahia;No solo;-12,651944;-41,490556;12°39'07.0"S;041°29'26.0"W;953,0;VFR;;17;Quadrado;21 m;4,00;Grama;25/01/2027;PA2017-0188;https://pergamum.anac.gov.br/arquivos/PA2017-0188.pdf;;;;;;
SJUM;SC0072;Maximus;ITUPORANGA;Santa Catarina;No solo;-27,414444;-49,601667;27°24'52.0"S;049°36'06.0"W;410,0;VFR;VFR;9;Quadrado;18 m;5,00;Concreto;26/07/2026;PA2016-1893;https://pergamum.anac.gov.br/arquivos/PA2016-1893.pdf;;;;;;
SWAT;BA0227;Tauana;PRADO;Bahia;No solo;-16,9575;-39,161111;16°57'27.0"S;039°09'40.0"W;7,0;VFR;VFR;31;Quadrado;30 m;10,00;Concreto;23/07/2023;PA2016-2432;https://pergamum.anac.gov.br/arquivos/PA2016-2432.pdf;;;;;;
SIIW;SP0507;TECNET 2;SANTANA DE PARNAÍBA;São Paulo;No solo;-23,454167;-46,87;23°27'15.0"S;046°52'12.0"W;884,0;VFR;VFR;23;Quadrado;24 m;6,00;Concreto;22/08/2023;PA2016-2731;https://pergamum.anac.gov.br/arquivos/PA2016-2731.pdf;;;;;;
SDHL;RJ0041;Lagoa;RIO DE JANEIRO;Rio de Janeiro;No solo;-22,974722;-43,216389;22°58'29.0"S;043°12'59.0"W;3,0;VFR;VFR;25 33;Quadrado;18 m;10,00;Concreto;29/11/2022;PA2012-2590;https://pergamum.anac.gov.br/arquivos/PA2012-2590.pdf;;;;;;
SNSQ;SP0730;Centro Empresarial Nações Unidas-Torre Norte;SÃO PAULO;São Paulo;Elevado;-23,610278;-46,696389;23°36'37.0"S;046°41'47.0"W;884,0;VFR;VFR;12;Quadrado;19,5 m;3,00;Concreto;29/11/2022;PA2012-2592;https://pergamum.anac.gov.br/arquivos/PA2012-2592.pdf;;;;;;
SDCS;BA0189;Veracel;EUNÁPOLIS;Bahia;No solo;-16,091944;-39,412778;16°05'31.0"S;039°24'46.0"W;146,0;VFR;Sem Operação;9 27;Quadrado;30 m;15,00;Concreto;28/01/2031;PA2021-3961;https://pergamum.anac.gov.br/arquivos/PA2021-3961.pdf;;;;;;
SSLE;MS0407;Eldorado Brasil;TRÊS LAGOAS;Mato Grosso do Sul;No solo;-20,595278;-51,613889;20°35'43.0"S;051°36'50.0"W;316,0;VFR;VFR;16;Quadrado;24 m;6,00;Concreto;27/03/2025;PA2015-0739;https://pergamum.anac.gov.br/arquivos/PA2015-0739.pdf;;;;;;
SDDO;RJ0032;Cândido Mendes;RIO DE JANEIRO;Rio de Janeiro;Elevado;-22,904167;-43,175278;22°54'15.0"S;043°10'31.0"W;140,0;VFR;VFR;17 35;Quadrado;18 m;3,00;Concreto;23/03/2025;PA2015-0703;https://pergamum.anac.gov.br/arquivos/PA2015-0703.pdf;;;;;;
